City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,taber,49.8167,-112.1518,62.76,29,73,28.59,CA,1727654944
365,umuarama,-23.7664,-53.325,74.64,26,0,5.21,BR,1727654920
366,leones,-32.6617,-62.2968,76.95,33,1,10.0,AR,1727654947
367,motueka,-41.1333,173.0167,64.09,55,18,5.61,NZ,1727654948
368,valozhyn,54.0909,26.5225,43.9,65,100,5.48,BY,1727654949
369,isafjordur,66.0755,-23.124,35.64,75,40,12.66,IS,1727654950
370,uvira,-3.4067,29.1458,76.28,68,100,2.35,CD,1727654951
371,emerald,-23.5333,148.1667,81.34,39,0,5.73,AU,1727654762
372,jinghong,21.991,100.7341,73.74,90,100,0.94,CN,1727654954
373,praia,14.9215,-23.5087,79.34,94,75,4.61,CV,1727654838
374,fort bragg,35.139,-79.006,78.64,81,75,4.61,US,1727654956
375,katsuura,35.1333,140.3,71.31,81,100,12.44,JP,1727654917
376,medicine hat,50.0501,-110.6683,62.73,23,100,27.85,CA,1727654959
377,camocim,-2.9022,-40.8411,78.58,78,100,19.3,BR,1727654960
378,bichena,10.45,38.2,52.2,70,91,3.18,ET,1727654961
379,messini,37.0511,22.0078,70.18,64,20,12.66,GR,1727654962
380,sweet home,44.3976,-122.7362,68.52,44,79,5.99,US,1727654963
381,holualoa,19.6228,-155.9522,82.24,80,0,11.5,US,1727654967
382,richards bay,-28.783,32.0377,63.27,89,100,16.13,ZA,1727654968
383,tres passos,-27.4556,-53.9319,67.98,49,1,6.44,BR,1727654969
384,paris,48.8534,2.3488,54.43,88,100,11.5,FR,1727654774
385,dukku,10.8231,10.7717,75.04,80,79,6.96,NG,1727654971
386,sodra sandby,56.5667,16.6167,42.89,85,1,5.99,SE,1727654973
387,hithadhoo,-0.6,73.0833,82.96,75,83,11.54,MV,1727654974
388,marataizes,-21.0433,-40.8244,71.46,85,86,6.2,BR,1727654975
389,birobidzhan,48.8,132.95,59.23,88,100,7.11,RU,1727654976
390,nikki,9.9401,3.2108,73.17,94,71,2.01,BJ,1727654977
391,nova vicosa,-17.8919,-39.3719,74.07,77,74,7.74,BR,1727654979
392,kill devil hills,36.0307,-75.676,75.97,93,100,3.44,US,1727654980
393,nuuk,64.1835,-51.7216,41.61,100,100,43.73,GL,1727654712
394,daru,-9.0763,143.2092,81.81,67,61,14.81,PG,1727654982
395,naze,28.3667,129.4833,77.67,81,38,12.97,JP,1727654927
396,dudinka,69.4058,86.1778,45.27,96,100,9.93,RU,1727654984
397,kirensk,57.7853,108.1119,34.14,97,100,12.53,RU,1727654986
398,mossel bay,-34.1831,22.146,50.65,66,14,20.8,ZA,1727654987
399,vila do maio,15.1333,-23.2167,79.59,86,33,7.87,CV,1727654988
400,sur,22.5667,59.5289,81.27,76,4,12.12,OM,1727654989
401,khalkhal,37.6189,48.5258,40.59,31,0,3.18,IR,1727654990
402,cockburn town,21.4612,-71.1419,84.06,76,77,15.9,TC,1727654852
403,kitsuki,33.4167,131.6167,76.51,80,41,3.4,JP,1727654715
404,palm beach,26.6503,-80.4498,86.02,76,74,7.9,US,1727654994
405,matane,48.8286,-67.522,51.53,97,89,2.57,CA,1727654995
406,adre,13.4667,22.2,81.09,41,100,1.99,TD,1727654996
407,college,64.8569,-147.8028,53.92,49,20,4.61,US,1727654997
408,sausset-les-pins,43.3314,5.1043,58.68,67,75,3.44,FR,1727654999
409,olds,51.7834,-114.102,49.84,55,100,21.74,CA,1727655000
410,pocito,-31.6833,-68.5833,80.76,15,8,9.22,AR,1727655001
411,buka,40.8108,69.1986,62.53,24,99,3.94,UZ,1727655002
412,atar,20.5169,-13.0499,91.29,29,100,9.6,MR,1727655004
413,sakata,38.9167,139.855,71.04,70,98,8.14,JP,1727655005
414,remire-montjoly,4.9167,-52.2667,82.44,78,0,6.91,GF,1727654969
415,vredendal,-31.6683,18.5012,47.8,80,13,3.65,ZA,1727655007
416,saynshand,44.8824,110.1163,37.99,74,93,6.55,MN,1727655008
417,santa pola,38.1917,-0.5658,68.41,84,0,4.61,ES,1727655009
418,lerwick,60.1545,-1.1494,53.6,86,100,16.62,GB,1727655011
419,arkalyk,50.2486,66.9114,53.1,43,4,4.79,KZ,1727655012
420,yung shue wan,22.2333,114.1167,84.67,80,11,12.48,HK,1727655013
421,banda aceh,5.5577,95.3222,78.4,81,77,10.36,ID,1727654972
422,puerto aysen,-45.4,-72.7,38.5,100,100,2.53,CL,1727655015
423,harper,4.375,-7.7169,76.66,86,99,7.02,LR,1727655017
424,springbok,-29.6643,17.8865,37.69,91,5,4.43,ZA,1727655018
425,lionel town,17.8101,-77.2406,79.18,88,100,5.26,JM,1727655019
426,dharchula,29.85,80.5333,67.23,69,96,5.1,IN,1727655021
427,kuruman,-27.4524,23.4325,41.99,42,14,11.59,ZA,1727655023
428,qorveh,35.1664,47.8045,47.03,65,5,5.03,IR,1727655024
429,timbuktu,16.7735,-3.0074,94.01,33,2,7.29,ML,1727655025
430,pangody,65.85,74.4859,45.36,79,99,16.02,RU,1727655026
431,nolinsk,57.5596,49.9363,58.46,25,100,12.64,RU,1727655027
432,san sebastian de la gomera,28.0916,-17.1133,73.76,78,75,3.44,ES,1727655028
433,tanggu,39.0211,117.6469,55.36,93,100,20.24,CN,1727655030
434,meadow lake,34.8014,-106.5436,87.31,24,3,6.26,US,1727655031
435,khorixas,-20.3667,14.9667,53.74,62,36,6.33,NA,1727655009
436,mosjoen,65.836,13.1908,32.52,100,90,1.14,NO,1727655033
437,natal,-5.795,-35.2094,76.57,76,74,13.89,BR,1727655034
438,tamanrasset,22.785,5.5228,76.91,36,20,16.11,DZ,1727655036
439,acarau,-2.8856,-40.12,78.3,82,97,20.58,BR,1727655037
440,antsiranana,-12.2787,49.2917,74.5,82,19,16.84,MG,1727655038
441,sitka,57.0531,-135.33,53.49,71,75,0.0,US,1727655039
442,warrnambool,-38.3833,142.4833,56.55,74,62,14.2,AU,1727654819
443,patiya,22.2931,91.9762,76.69,95,77,1.79,BD,1727655044
444,pandan,14.0453,124.1694,84.56,78,100,11.45,PH,1727655045
445,illela,13.7292,5.2975,85.1,57,99,9.66,NG,1727655046
446,mabamba,-3.5983,30.5019,67.1,74,92,3.11,TZ,1727655047
447,dobryanka,58.4619,56.4165,51.46,37,74,9.66,RU,1727655048
448,gojra,31.1487,72.6866,82.17,55,1,5.35,PK,1727655050
449,vorgashor,67.5833,63.95,37.06,94,51,9.42,RU,1727655051
450,ad dilam,23.9915,47.1627,82.81,17,46,7.09,SA,1727655052
451,kone,-21.0595,164.8658,85.01,52,9,4.29,NC,1727655053
452,springs,-26.25,28.4,53.67,69,16,13.67,ZA,1727655054
453,taulaga,-11.0553,-171.0883,81.68,78,19,13.65,AS,1727655057
454,ma'ili,21.4219,-158.1803,87.06,58,100,13.8,US,1727655059
455,oberwart,47.2897,16.206,38.84,72,62,4.9,AT,1727655060
456,lompoc,34.6391,-120.4579,69.62,82,3,12.66,US,1727655062
457,flin flon,54.7682,-101.865,63.91,53,99,8.46,CA,1727655063
458,bahir dar,11.5936,37.3908,58.98,85,67,3.27,ET,1727655065
459,abra pampa,-22.7205,-65.697,59.41,20,7,8.41,AR,1727655066
460,korla,41.7597,86.1469,50.59,62,5,2.04,CN,1727655067
461,kolwezi,-10.7148,25.4667,69.13,47,37,5.26,CD,1727655068
462,codrington,-38.2667,141.9667,59.14,66,34,12.66,AU,1727655069
463,santa cruz,-17.8,-63.1667,81.86,65,11,4.61,BO,1727655071
464,chicomuselo,15.7667,-92.2667,74.08,90,100,0.89,MX,1727655072
465,el abiodh sidi cheikh,32.893,0.5484,76.96,46,0,7.58,DZ,1727655073
466,homer,59.6425,-151.5483,49.77,87,100,8.99,US,1727655074
467,tregunc,47.85,-3.85,60.89,85,99,30.0,FR,1727655075
468,tomatlan,19.9333,-105.25,81.48,87,67,3.2,MX,1727655077
469,yaren,-0.5472,166.916,83.17,72,96,11.45,NR,1727655078
470,indianola,41.3581,-93.5574,77.83,47,0,7.16,US,1727655079
471,otyniya,48.7377,24.8611,46.08,86,100,8.48,UA,1727655080
472,isla vista,34.4133,-119.861,86.31,41,0,5.93,US,1727655081
473,fredericton,45.9454,-66.6656,61.02,91,54,4.03,CA,1727655083
474,lake havasu city,34.4839,-114.3224,109.45,7,0,6.91,US,1727654788
475,kozmin wielkopolski,51.8271,17.4539,50.31,59,100,3.91,PL,1727655085
476,rovaniemi,66.5,25.7167,36.81,80,100,6.91,FI,1727654852
477,benjamin constant,-4.3831,-70.0311,77.13,88,97,2.19,BR,1727655088
478,darwin,-12.4611,130.8418,88.05,62,0,6.91,AU,1727654908
479,ola,59.5833,151.2833,43.63,50,47,22.17,RU,1727655091
480,taytay,14.5678,121.1394,87.04,81,75,8.05,PH,1727655092
481,port douglas,-16.4833,145.4667,79.03,65,21,6.93,AU,1727655093
482,le mars,42.7942,-96.1656,80.56,31,0,8.81,US,1727655094
483,dampit,-8.2116,112.7493,76.28,81,71,3.33,ID,1727655096
484,irbit,57.6705,63.071,52.16,52,75,9.42,RU,1727655097
485,jesus de otoro,14.4833,-87.9833,74.86,95,77,1.14,HN,1727655098
486,coaticook,45.1334,-71.7991,62.29,94,79,1.54,CA,1727655099
487,san agustin de valle fertil,-30.6335,-67.4682,76.33,20,2,4.29,AR,1727655100
488,chapada dos guimaraes,-15.4606,-55.7497,83.86,39,45,5.5,BR,1727655103
489,laguna,38.421,-121.4238,90.1,30,0,5.75,US,1727655104
490,viedma,-40.8135,-62.9967,65.7,37,100,9.57,AR,1727655105
491,sekovici,44.2986,18.8528,39.65,92,26,4.0,BA,1727655107
492,aghajari,30.7006,49.8315,77.22,69,0,6.91,IR,1727655108
493,shixing,24.9482,114.0657,79.59,77,0,1.14,CN,1727655109
494,carroll,39.5501,-77.0164,65.64,93,100,5.75,US,1727655110
495,lorengau,-2.0226,147.2712,83.05,78,79,5.3,PG,1727655111
496,belaya kholunitsa,58.84,50.8528,55.78,27,100,9.78,RU,1727655112
497,coxen hole,16.3244,-86.5366,84.04,75,49,13.53,HN,1727655114
498,dalcahue,-42.3628,-73.7022,50.11,87,20,5.75,CL,1727655115
499,wickenburg,33.9686,-112.7296,104.18,13,3,3.0,US,1727655116
500,las tablas,7.7667,-80.2833,74.17,99,100,1.99,PA,1727655117
501,yengema,8.7167,-11.1667,69.87,100,100,2.04,SL,1727655118
502,paea,-17.6833,-149.5833,83.91,74,20,17.27,PF,1727655120
503,wesselsbron,-27.8549,26.3658,48.67,27,40,9.31,ZA,1727655121
504,flores,16.9226,-89.8994,77.47,91,71,4.43,GT,1727655027
505,turabah,21.2141,41.6331,80.82,19,24,6.46,SA,1727655123
506,tutayev,57.8853,39.5406,48.54,89,100,4.41,RU,1727655008
507,trujillo,-8.116,-79.03,62.56,88,100,9.22,PE,1727654984
508,slagelse,55.4028,11.3546,50.45,100,74,9.64,DK,1727655127
509,lihue,21.9789,-159.3672,83.79,68,0,12.66,US,1727655128
510,tabas,33.5959,56.9244,64.18,36,41,7.11,IR,1727655129
511,zouerate,22.7187,-12.4521,86.72,25,62,7.61,MR,1727655130
512,palikir - national government center,6.9248,158.1611,85.05,79,100,5.75,FM,1727655131
513,kendari,-3.945,122.4989,82.76,69,99,2.62,ID,1727655023
514,hami,42.8,93.45,43.92,29,0,8.9,CN,1727655134
515,mkokotoni,-5.8767,39.2547,74.39,87,76,5.79,TZ,1727655135
516,xinzhou,38.4092,112.7333,52.56,69,98,13.0,CN,1727655136
517,hotan,37.0997,79.9269,55.38,53,80,6.64,CN,1727655137
518,yeronga,-27.5169,153.0143,81.07,62,20,4.61,AU,1727655138
519,port macquarie,-31.4333,152.9167,73.89,97,94,3.0,AU,1727655140
520,dornakal,17.45,80.1667,74.68,96,15,3.74,IN,1727655141
521,zelenoborskiy,66.845,32.3622,29.66,87,16,6.38,RU,1727655142
522,al bayda',32.7627,21.7551,66.76,68,95,20.38,LY,1727655143
523,charters towers,-20.1,146.2667,81.57,47,33,7.78,AU,1727655144
524,villa emilio carranza,19.9667,-96.6,78.84,74,100,7.47,MX,1727655146
525,odessa,46.4775,30.7326,67.28,73,52,5.37,UA,1727655013
526,potosi,-19.5836,-65.7531,51.42,56,34,10.65,BO,1727655149
527,gadzhiyevo,69.2551,33.3362,35.89,87,100,18.12,RU,1727655150
528,tchaourou,8.8865,2.5975,71.62,96,100,3.51,BJ,1727655151
529,svislach,53.6404,27.9199,46.65,59,100,9.1,BY,1727655153
530,i-n-salah,27.1935,2.4607,89.4,29,0,20.78,DZ,1727655154
531,chaplynka,46.3651,33.5403,60.42,82,50,7.78,UA,1727655155
532,rio grande,-32.035,-52.0986,66.31,88,2,12.68,BR,1727655156
533,xiulin,29.7167,112.4,73.0,62,88,20.65,CN,1727655157
534,la ronge,55.1001,-105.2842,54.21,79,100,11.3,CA,1727655159
535,rosetta,31.4044,30.4164,75.4,75,0,8.28,EG,1727655160
536,elliot lake,46.3834,-82.6331,57.29,56,0,6.26,CA,1727655161
537,myanaung,18.2833,95.3167,77.43,93,100,1.3,MM,1727655162
538,tutoia,-2.7619,-42.2744,78.82,83,100,13.91,BR,1727655163
539,magistral'nyy,56.1725,107.4458,32.52,83,100,7.63,RU,1727655164
540,ketchikan,55.3422,-131.6461,53.35,40,75,8.05,US,1727655166
541,genhe,50.7833,121.5167,29.37,95,81,3.62,CN,1727655167
542,bakanas,44.8081,76.2772,43.41,46,0,11.83,KZ,1727655168
543,angaur state,6.906,134.13,85.12,73,20,15.86,PW,1727655169
544,playa del ingles,27.7567,-15.5787,73.15,80,1,9.78,ES,1727655170
545,laguna paiva,-31.3039,-60.6589,79.99,56,50,1.01,AR,1727655172
546,nabire,-3.3667,135.4833,80.15,86,96,2.06,ID,1727655011
547,alice springs,-23.7,133.8833,65.75,27,75,19.57,AU,1727655174
548,nyurba,63.2842,118.3319,37.09,98,100,7.11,RU,1727655175
549,fada,9.5667,8.3,67.59,94,25,2.06,NG,1727655178
550,pemangkat,1.1667,108.9667,77.81,87,75,5.86,ID,1727655179
551,mahina,-17.5065,-149.489,83.97,74,20,17.27,PF,1727655181
552,progreso,21.2833,-89.6667,87.91,86,68,12.59,MX,1727655182
553,diamantino,-14.4086,-56.4461,87.13,37,89,2.19,BR,1727655150
554,eger,47.9026,20.3733,47.88,61,47,8.16,HU,1727655184
555,an nuhud,12.7,28.4333,75.78,68,100,12.01,SD,1727655186
556,oyon,-10.6681,-76.7731,51.03,74,93,3.06,PE,1727655187
557,laascaanood,8.4774,47.3597,74.35,72,95,22.26,SO,1727655188
558,lhokseumawe,5.1801,97.1507,77.49,86,92,3.36,ID,1727655064
559,cabedelo,-6.9811,-34.8339,77.67,79,77,13.85,BR,1727654962
560,harstad,68.799,16.5293,36.79,96,84,18.99,NO,1727655191
561,diu,20.7141,70.9822,77.97,89,94,4.85,IN,1727655193
562,ouadda,8.0777,22.4007,69.84,83,100,4.05,CF,1727655194
563,tinajo,29.0788,-13.7081,68.88,78,0,11.5,ES,1727655195
564,piton saint-leu,-21.2196,55.3151,68.07,68,0,6.91,RE,1727655196
565,hammerfest,70.6634,23.6821,39.65,87,75,16.11,NO,1727655197
566,greymouth,-42.4667,171.2,54.99,71,33,4.9,NZ,1727655199
567,nosy varika,-20.5833,48.5333,69.08,88,5,7.74,MG,1727655200
568,fortuna,40.5982,-124.1573,63.93,70,0,17.27,US,1727655201
569,kolosovka,56.4678,73.611,50.94,70,100,8.63,RU,1727655204
570,south hedland,-20.4089,118.5983,82.33,34,47,10.36,AU,1727655205
571,muntok,-2.0667,105.1833,79.2,84,96,5.48,ID,1727655206
572,diego de almagro,-26.3667,-70.05,63.25,30,16,1.9,CL,1727655207
573,gevrai,19.2667,75.75,74.95,87,13,6.51,IN,1727655209
574,kiunga,-6.1219,141.2906,81.54,77,99,5.19,PG,1727655210
575,kingston,17.997,-76.7936,78.69,89,100,3.24,JM,1727654915
576,usogorsk,63.4106,48.6872,44.76,91,99,6.04,RU,1727655212
577,shingu,33.7333,135.9833,72.99,90,100,11.63,JP,1727655013
578,kalmunai,7.4167,81.8167,78.44,86,98,3.44,LK,1727655215
579,sodo,6.8642,37.7628,55.44,95,96,1.72,ET,1727655216
580,khilok,51.3674,110.4676,29.01,78,36,6.08,RU,1727655217
581,tafuna,-14.3358,-170.72,80.55,89,75,16.11,AS,1727655218
